"src","trg","Label","explanation"
"Belajar Malagasi Verba sangat penting karena strukturnya digunakan dalam setiap pembicaraan sehari.","Belajar verba Malagasi sangat penting karena strukturnya digunakan dalam setiap percakapan sehari-hari.","Sintaksis (Urutan Kata), Morfologi (Reduplikasi)","Susunan ""Malagasi Verba"" tidak tepat, seharusnya ""verba Malagasi"" atau ""kata kerja dalam bahasa Malagasi"" untuk mengikuti pola bahasa Indonesia. Kata ""sehari"" seharusnya dalam bentuk ulang menjadi ""sehari-hari"" untuk menyatakan makna berulang."
"... bahasa Perancis adalah bahasa yang digunakan di semua mata belajar, kecuali mata akademik bahasa Kirundi.","Bahasa Prancis adalah bahasa yang digunakan dalam semua mata pelajaran, kecuali mata pelajaran bahasa Kirundi.","Fonologi (Penambahan Fonem), Morfologi (Kata Majemuk), Semantik (Pengaruh Bahasa Asing)","Terdapat penambahan fonem /e/ pada kata ""Prancis"" menjadi bentuk yang tidak baku, yaitu ""Perancis"". Kata ""mata belajar"" tidak sesuai; seharusnya ""mata pelajaran"" agar relevan dengan konteks penggunaan dalam kalimat. Frasa ""Mata akademik bahasa Kirundi"" tidak lazim, gunakan ""mata pelajaran bahasa Kirundi""."
"Cara mengajar dengan materi ini mengambar cara penggunaan bahasa di kehidupan sehari-hari.","Cara mengajar dengan materi ini menggambarkan penggunaan bahasa dalam kehidupan sehari-hari.","Morfologi (Afiksasi), Semantik (Pleonasme), Sintaksis (Kata Depan)","Konfiks ""meng-...-kan"" pada kata dasar ""gambar"" salah; seharusnya menjadi ""menggambarkan"" sesuai kaidah morfofonemik bahasa Indonesia. ""Cara penggunaan"" bisa disederhanakan menjadi ""penggunaan"". ""Di kehidupan sehari-hari"" seharusnya ""dalam kehidupan sehari-hari""."
"Dengan kondisi seperti ini, motivasi para guru dan siswa menurun dengan cepat.","Kondisi seperti ini menyebabkan motivasi guru dan siswa menurun dengan cepat.","Sintaksis (Struktur Kalimat), Morfologi (Pluralisasi)","Fungsi subjek hilang karena penggunaan preposisi ""dengan"" di awal; subjek harus dijelaskan langsung. ""Para guru"" bisa disederhanakan menjadi ""guru"", karena sudah menunjukkan jamak secara makna."
"Service ini sudah selesai dilakukan pada kendaraan Anda.","Servis kendaraan Anda telah selesai dilakukan.","Morfologi (Penulisan Kata)","Kata ""service"" seharusnya ditulis sesuai kaidah serapan bahasa Indonesia menjadi ""servis"" berdasarkan PUEBI. Frasa ""sudah selesai dilakukan"" bisa disederhanakan agar lebih ringkas dan tidak bertele-tele."
"Mensukseskan acara tersebut membutuhkan kerja sama semua pihak.","Menyukseskan acara tersebut membutuhkan kerja sama semua pihak.","Morfologi (Afiksasi)","Kata ""mensukseskan"" salah karena proses afiksasi dengan prefiks ""me-"" harus menghasilkan ""menyukseskan"" sesuai aturan nasalization."
"Kami akan buka toko ini pada bulan Nopember tahun depan.","Kami akan membuka toko ini pada bulan November tahun depan.","Morfologi (Penulisan Kata)","Kata ""buka"" kurang tepat, bentuk yang benar adalah ""akan membuka"" untuk menunjukkan tindakan yang akan dilakukan. Penulisan ""Nopember"" salah karena bentuk bakunya adalah ""November""."
"Praktek dokter dimulai pukul 08.00 pagi.","Praktik dokter dimulai pukul 08.00 pagi.","Fonologi (Perubahan Fonem), Semantik (Pleonasme)","Terdapat perubahan fonem /i/ menjadi /e/ pada kata ""praktik"" menjadi ""praktek"". Kata ""praktek"" salah; bentuk baku sesuai KBBI adalah ""praktik"". ""Pukul 08.00 pagi"" kurang efektif karena angka 08.00 sudah menunjukkan waktu pagi."
"Di posyandu, di sekolah, dan di rumah semuanya membutuhkan perhatian.","Di posyandu, sekolah, dan rumah, semuanya membutuhkan perhatian.","Sintaksis (Kata Depan), Semantik (Pleonasme)","Dalam daftar atau enumerasi tempat, kata depan ""di"" digunakan hanya sekali di awal untuk membuat kalimat lebih efektif. "
"Tulisan pada papan itu menyebutkan ""Soel"" sebagai nama tempatnya.","Tulisan pada papan itu menuliskan ""Sol"" sebagai nama tempatnya.","Morfologi (Penulisan Kata), Semantik (Diksi)","Kata ""Soel"" salah; sesuai kaidah PUEBI harus ditulis ""Sol"". Kata ""menyebutkan"" kurang tepat dalam konteks ini karena ""menyebutkan"" lebih sering digunakan untuk tindakan manusia yang secara aktif menyebut sesuatu."
"Kami menyarankan agar Anda mengonsumsi Selay untuk sarapan sehat.","Kami menyarankan Anda mengonsumsi selai sebagai pilihan sarapan sehat.","Morfologi (Penulisan Kata), Semantik (Pleonasme)","Kata ""menyarankan"" sudah mengandung makna ""memberi saran"", sehingga penggunaan kata ""agar"" tidak perlu. Kata ""Selay"" salah; penulisan baku sesuai KBBI adalah ""Selai""."
"TNI-POLRI harus bekerja sama untuk menjaga stabilitas keamanan.","TNI dan POLRI harus bekerja sama untuk menjaga stabilitas keamanan.","Sintaksis (Tanda Baca)","Penggunaan tanda hubung dalam ""TNI-POLRI"" salah."
"Di jalan itu terdapat banyak kendaraan yang terparkir.","Di jalan itu terdapat banyak kendaraan yang sedang diparkir.","Morfologi (Afiksasi)","Kata ""terparkir"" tidak sesuai dalam konteks ini karena bentuk ""ter-"" umumnya menunjukkan sesuatu yang terjadi tanpa sengaja atau sebagai hasil suatu proses alami."
"Lonthong yang dijual di pasar itu sangat enak dan murah.","Lontong yang dijual di pasar itu sangat enak dan murah.","Morfologi (Penulisan Kata)","Kata ""Lonthong"" salah; bentuk baku sesuai KBBI adalah ""Lontong""."
"Kata menggoncang nilai iman keIslaman dan merusak keutuhan kesatuan.","Kata mengguncang nilai iman keislaman dan merusak keutuhan kesatuan.","Fonologi (Perubahan Fonem, Penggunaan Huruf)","Terdapat perubahan fonem /u/ menjadi /o/ pada kata ""guncang"" menjadi ""goncang"". Kata ""goncang"" tidak baku; harus ditulis ""guncang"" sesuai KBBI. Kata ""keIslaman"" kurang tepat. Kata yang diawali dengan ""ke-"" sebagai imbuhan tidak menggunakan huruf kapital di tengah kata, kecuali jika merupakan bagian dari nama diri."
"Sangat tidak pantas bersikaf dengan merendahkan, menghina sesuatu.","Sangat tidak pantas bersikap merendahkan atau menghina sesuatu.","Morfologi (Penulisan Kata), Sintaksis (Tanda Baca)","Kata ""sikaf"" tidak baku; harus ditulis ""sikap"" sesuai aturan morfologi."
"Terkesan tidak profesionalmengelola isolasi terpusat.","Terkesan tidak profesional dalam mengelola isolasi terpusat.","Sintaksis (Struktur Kalimat, Kelengkapan kalimat) ","Spasi yang salah antara ""profesional"" dan ""mengelola"". Ditambahkan kata ""dalam"" untuk memperjelas kalimat."
"Menghimbau kepada seluruh unsur terkait agar saling bahu-membahu.","Mengimbau kepada seluruh unsur terkait agar saling bahu-membahu.","Morfologi (Penulisan Kata)","Kata ""himbau"" tidak baku; harus ditulis ""imbau""."
"Mendiskain profil Instagram, memfollow akun tersebut dan lain sebagainya.","Mendesain profil Instagram, mengikuti akun tersebut, dan lain sebagainya.","Morfologi (Penulisan Kata)","""Mendiskain"" salah; kata baku adalah ""mendesain"". Kata ""follow"" harus ditulis menggunakan huruf miring karena merupakan istilah asing, atau gunakan padanan bahsa Indoensia, yaitu ""ikuti""."
"Menelefon korban meminta bantuan temannya di kota Langsa.","Menelepon korban meminta bantuan temannya di kota Langsa.","Morfologi (Penulisan Kata), Semantik (Makna Ambigu), Sintaksis (Struktur Kalimat)","Kata ""telefon"" tidak baku; seharusnya ""telepon"". Kata kerja ""menelepon"" langsung diikuti oleh ""korban"", sehingga menimbulkan ambiguitas. Kalimat tidak ada subjek yang jelas."
"Kata-kata ini akan terus terjerembab di posisi terakhir klasemen sementara.","Kata-kata ini akan terus terjerembap di posisi terakhir klasemen sementara.","Semantik (Makna Ambigu), Morfologi (Penulisan Kata)","""Terjerembab"" salah; bentuk baku adalah ""terjerembap"". ""Kata-kata"" pada kalimat ini tidak jelas dan kurang sesuai dengan konteks klasemen."
"Dengan memberi kemudahan bagi eksportir dalam perijinan supaya proses ekspor cepat.","Dengan memberi kemudahan bagi eksportir dalam perizinan, proses ekspor dapat berjalan lebih cepat.","Morfologi (Penulisan Kata), Sintaksis (Struktur Kalimat)","""Perijinan"" tidak sesuai KBBI; bentuk baku adalah ""perizinan"". Kalimat hanya berupa frasa keterangan tanpa subjek dan predikat yang jelas."
"Tabel ini memuat data jual beli tanah yang telah disepakati masing masing pihak.","Tabel ini memuat data jual beli tanah yang telah disepakati masing-masing pihak.","Sintaksis (Tanda Baca)","""Masing masing"" harus menggunakan tanda hubung untuk menunjukkan kata ulang."
"""Nggak ada lima ratusannya.""","""Tidak ada pecahan lima ratusnya.""","Sintaksis (Kelengkapan Kalimat), Morfologi (Penulisan Kata)","Kata ""Nggak"" adalah bentuk tidak baku; seharusnya menggunakan kata baku ""tidak""."
"""Pake permen aja, ya, Bu, ya?""","""Pakai permen saja, ya, Bu?""","Morfologi (Penulisan Kata)","Kata ""Pake"" dan ""aja"" adalah bentuk tidak baku; seharusnya ""pakai"" dan ""saja""."
"""Ah, lima ratus aja, Bu.""","""Ah, lima ratus saja, Bu.""","Morfologi (Penulisan Kata)","Kata ""aja"" adalah bentuk tidak baku; seharusnya ""saja""."
"""Uang lima ratus itu bisa buat macem-macem lho!""","""Uang lima ratus itu bisa untuk macam-macam lho!""","Morfologi (Penulisan Kata)","Kata ""macem-macem"" adalah bentuk tidak baku; seharusnya ""macam-macam""."
"""Tau nggak, dengan uang lima ratus aja...""","""Tahu tidak, dengan uang lima ratus saja...""","Morfologi (Penulisan Kata)","Kata ""Tau"" dan ""aja"" adalah bentuk tidak baku; seharusnya ""tahu"" dan ""saja""."
"""Sekarang kan ada Sariwangi sachet isi 5 cuma lima ratus...""","""Sekarang ada Sariwangi sachet isi 5, hanya lima ratus...""","Morfologi (Penulisan Kata)","Kata ""cuma"" adalah bentuk tidak baku; seharusnya ""hanya"". ""Sachet"" merupakan istilah asing, seharusnya ditulis miring."
"Sehalawat dan salam semoga tercurahkan kepada junjungan kita Nabi Muhammad SAW.","Selawat dan salam semoga tercurahkan kepada junjungan kita, Nabi Muhammad SAW.","Morfologi (Penulisan Kata)","Bentuk baku dari ""sehalawat"" adalah ""selawat""."
"Sebelum saya memulai pidato ini, Sekali lagi saya ingin mengucapkan banyak terima kasih kepada Bapak Ibu.","Sebelum saya memulai pidato ini, sekali lagi saya ingin mengucapkan terima kasih yang sebesar-besarnya kepada Bapak dan Ibu.","Fonologi (Penggunaan Huruf)","Kesalahan penggunaan huruf kapital pada awal kalimat yang tidak memulai kalimat baru."
"Saya mengharapkan support dan dukungan dari berbagai lapisan masyarakat.","Saya mengharapkan dukungan dari berbagai lapisan masyarakat.","Morfologi (Penulisan Kata)","Istilah asing ""support"" seharusnya ditulis menggunakan huruf miring atau diganti dengan padanan kata dalam bahasa Indonesia, yaitu dukungan."
"...tujuan saya yang pertama adalah disana.","...tujuan saya yang pertama adalah di sana.","Sintaksis (Kata Depan)","Kesalahan pada penulisan kata depan ""di"" yang seharusnya terpisah karena menunjukkan tempat."
"Hal ini merupakan sebuah semangat dalam mengembangkan kuwalitas kesenian kita sebagai wisata budaya lokal Kabupaten Kulon Progo.","Hal ini merupakan sebuah semangat dalam mengembangkan kualitas kesenian kita sebagai wisata budaya lokal Kabupaten Kulon Progo.","Fonologi (Perubahan Fonem)","Penggunaan fonem ""w"" pada kata ""kwalitas"" yang seharusnya ""kualitas""."
"Hadirin sekalian yang saya hormati.","Hadirin yang saya hormati.","Sintaksis (Pleonasme)","Kalimat tidak efektif dengan pengulangan kata ""sekalian""."
"Pertama-tama marilah kita memanjatkan puji dan syukur kepada Allah SWT.","Pertama-tama marilah kita panjatkan puji dan syukur kepada Allah Swt.","Morfologi (Penulisan Kata, Afiksasi)","Huruf kapital digunakan sebagai huruf pertama dalam hal tertentu yang berkaitan dengan nama Tuhan. Kata ""memanjatkan"" cukup ditulis ""panjatkan"" saja sebagai bentuk imperatif dari kata kerja dasar ""panjat""."
"Berbagai potensi yang dimiliki daerah yang berjuluk ""The Jewel Of Java"" menjadikan daerah ini salah satu alternative destinasi.","Berbagai potensi yang dimiliki daerah yang berjuluk The Jewel of Java menjadikan daerah ini salah satu alternatif destinasi.","Morfologi (Penulisan Kata), Fonologi (Penggunaan Huruf)","Kesalahan pada penulisan kata ""alternative"" yang seharusnya ""alternatif"". Kata sambung ""of"" tidak perlu menggunakan huruf kapital karena bukan kata utama dalam frasa."
"""Cemilan enak dan murah tersedia di sini.""","""Camilan enak dan murah tersedia di sini.""","Fonologi (Perubahan Fonem)","Kesalahan karena perubahan fonem vokal /a/ menjadi /e/ pada kata ""camilan""."
"""Telor ayam kampung segar setiap hari.""","""Telur ayam kampung segar setiap hari.""","Fonologi (Perubahan Fonem)","Perubahan fonem vokal /o/ menjadi /u/ pada kata ""telur""."
"""Vermak baju di tempat kami cepat dan murah.""","""Permak baju di tempat kami cepat dan murah.""","Fonologi (Perubahan Fonem)","Penggantian fonem awal dari /v/ menjadi /p/ pada kata ""permak""."
"""Kwalitas produk kami terjamin.""","""Kualitas produk kami terjamin.""","Fonologi (Perubahan Fonem)","Penggantian fonem vokal /u/ menjadi konsonan /w/ pada kata ""kualitas""."
"""Sate ayam Madura istimewa.""","""Satai ayam Madura Istimewa."" atau ""Satai ayam Madura yang istimewa.""","Fonologi (Penghilangan Fonem), Semantik (Pleonasme)","Penghilangan diftong /ai/ menjadi vokal tunggal /e/ pada kata ""satai"". Terdapat ambiguitas makna pada kalimat ""Satai ayam Madura istimewa"". Jika ingin menegaskan bahwa ini adalah sate ayam Madura yang istimewa, sebaiknya ditulis ""Satai ayam Madura yang istimewa"". Jika ""Madura istimewa"" adalah nama kedai, maka penulisannya menjadi ""Madura Istimewa""."
"""Toko klontong lengkap dan murah.""","""Toko kelontong lengkap dan murah.""","Fonologi (Penghilangan Fonem)","Penghilangan fonem /e/ setelah konsonan /k/ pada kata ""kelontong""."
"""Harga ekslusif untuk pelanggan setia kami.""","""Harga eksklusif untuk pelanggan setia kami.""","Fonologi (Penghilangan Fonem)","Penghilangan fonem /k/ sebelum fonem /l/ pada kata ""eksklusif""."
"""Meubel modern tersedia di sini.""","""Mebel modern tersedia di sini.""","Fonologi (Penambahan Fonem)","Penambahan fonem vokal /u/ pada kata ""mebel""."
"""Penjidtan buku murah dan cepat.""","""Penjilidan buku murah dan cepat.""","Fonologi (Penambahan Fonem)","Penambahan fonem konsonan /t/ pada kata ""penjilidan""."
"""Photocopy dokumen dan cetak foto cepat.""","""Fotokopi dokumen dan cetak foto cepat.""","Morfologi (Penulisan Kata)","Penulisan unsur serapan /ph/ diubah menjadi /f/ pada kata ""fotokopi"" dan ""foto""."
"""Snack ringan tersedia untuk acara Anda.""","""Kudapan ringan tersedia untuk acara Anda.""","Morfologi (Penulisan Kata)","Penggunaan istilah asing ""snack"" yang seharusnya diganti dengan padanan bahasa Indonesia, yaitu ""kudapan""."
"""Kost murah dekat kampus tersedia.""","""Indekos murah dekat kampus tersedia.""","Morfologi (Penulisan Kata)","Penggunaan kata ""kost"" seharusnya diganti dengan padanan bahasa Indonesia, yaitu ""indekos""."
"""Barang di beli akan di kembalikan jika rusak.""","""Barang yang dibeli akan dikembalikan jika rusak.""","Morfologi (Afiksasi), Sintaksis (Struktur Kalimat)","Penulisan afiks ""di-"" seharusnya digabung dengan kata berikutnya. Ditambahkan ""yang"" sebelum kata ""dibeli"" agar kalimat lebih jelas secara struktur dan sesuai dengan kaidah bahasa Indonesia."
"""Disini kami menjual berbagai kebutuhan Anda.""","""Di sini kami menjual berbagai kebutuhan Anda.""","Sintaksis (Kata Depan) ","Kata depan ""di"" seharusnya ditulis terpisah dengan kata yang mengikutinya."
"""Kerjasama dengan pihak lain sangat penting.""","""Kerja sama dengan pihak lain sangat penting.""","Morfologi (Kaja Majemuk)","Penulisan kata majemuk ""kerja sama"" seharusnya dipisah."
"""Trimakasih atas kunjungan Anda.""","""Terima kasih atas kunjungan Anda.""","Morfologi (Kaja Majemuk)","Penulisan kata majemuk ""terima kasih"" tidak sesuai aturan ejaan yang benar."
"""Buanglah sampah pada tempatnya...""","""Buanglah sampah pada tempatnya!""","Sintaksis (Tanda Baca)","Penggunaan tanda elipsis (...) tidak tepat untuk kalimat perintah. Seharusnya menggunakan tanda seru (!) untuk menegaskan kalimat perintah."
"""Jasa konveksi pakaian murah.""","""Jasa konfeksi pakaian murah.""","Semantik (Diksi)","Penggunaan kata ""konveksi"" tidak sesuai konteks. Kata yang benar adalah ""konfeksi"", yang berarti produksi pakaian secara massal."
"Tapi, saat itu juga bidan Yn ngomong kalau tanpa paket bidan, biaya persalinan dari hari Sabtu hingga Rabu menyentuh harga 17,5 juta.","Namun, saat itu juga, bidan Yn berkata bahwa tanpa memilih paket layanan bidan, biaya persalinan dari hari Sabtu hingga Rabu dapat mencapai 17,5 juta rupiah.","Sintaksis (Struktur Kalimat)","""Tapi"" tidak tepat digunakan di awal kalimat; harus diganti menjadi ""Namun"" atau ""Akan tetapi"". ""Kalau"" kurang tepat dalam konteks ini, sebaiknya diganti dengan ""bahwa"" agar lebih baku."
"Sekertaris Pelaksanaan Pengadaan Tanah Proyek Tol Serpong-Cinere","Sekretaris Pelaksanaan Pengadaan Tanah Proyek Tol Serpong--Cinere","Morfologi (Penulisan Kata)","""Sekertaris"" salah secara ejaan, seharusnya ""Sekretaris"". Kesalahan juga terdapat pada tanda hubung."
"Aku sering dijahilin soalnya.","Saya sering dijahili soalnya.","Fonologi (Penambahan Fonem), Morfologi (Penulisan Kata), Sintaksis (Struktur Kalimat)","Penambahan fonem ""-in"" pada kata ""dijahilin"" tidak sesuai kaidah bahasa baku. Kalimat kurang jelas karena kata ""soalnya"" membutuhkan penjelasan lebih lanjut tentang alasan mengapa dijahili."
"Edi Sunaryo, salah satu penghuni rumah kontrakan tampak shock.","Edi Sunaryo, salah satu penghuni rumah kontrakan, tampak kaget.","Morfologi (Penulisan Kata)","Kata ""shock"" merupakan serapan bahasa Inggris; seharusnya digunakan kata ""kaget"" atau 'terkejut""."
"Jadinya lagi pada ngumpul di sana.","Akibatnya, mereka berkumpul di sana.","Morfologi (Penulisan Kata), Sintaksis (Struktur Kalimat)","Penggunaan fonem ""-ng"" pada ""ngumpul"" tidak sesuai kaidah bahasa Indonesia baku. ""Jadinya"" kurang tepat dalam konteks ini. Jika ingin menyatakan sebab akibat, bisa gunakan ""Akibatnya"" atau ""Sehingga."""
